,author,content,description,publishedAt,source,title,url,urlToImage,count
62,Ethel Jiang,Netflix CEO Reed Hastings Ernesto S. Ruscio/Getty Images for Netflix Netflix is launching a new $2 billion debt offering to fund its cash-burning content business. Shares dropped 1.26% on the news. The streaming-media giant announced Monday that it intends to… [+2179 chars],Business Insider Netflix is issuing another $2 billion of junk bonds to fund its cash-burning content business Business Insider Netflix on Monday launched a new $2 billion debt offering to fund its cash-burning content business. This latest round of junk bond…,2018-10-22 18:59:00,"{'id': 'business-insider', 'name': 'Business Insider'}",Netflix is issuing another $2 billion of junk bonds to fund its cash-burning content business - Business Insider,http://uk.businessinsider.com/netflix-stock-price-issues-2-billion-junk-bonds-to-fund-content-spending-2018-10,http://static3.uk.businessinsider.com/image/5bce1e9cbde70f0b6959cdb9-1190-625/netflix-is-issuing-another-2-billion-of-junk-bonds-to-fund-its-cash-burning-content-business.jpg,1
63,Dark Reading Staff,"Royal Navy, US Navy, and tech industry leaders ready to commit to 'a framework for dialogue and cooperation' at inaugural meeting of the Atlantic Future Forum. Military officials from the US and UK, as well as tech industry executives, will sign an accord tod… [+2309 chars]","Royal Navy, US Navy, and tech industry leaders ready to commit to 'a framework for dialogue and cooperation' at inaugural meeting of the Atlantic Future Forum.",2018-10-22 20:00:00,"{'id': None, 'name': 'Darkreading.com'}","UK, US to Sign Accord on AI, Cybersecurity Cooperation",https://www.darkreading.com/operations/uk-us-to-sign-accord-on-ai-cybersecurity-cooperation/d/d-id/1333095,https://twimgs.com/nojitter/darkreading/dr-logo.jpg,1
64,Brad Anderson,"Minnesota is no stranger to big business. Its home to such names as Target, Best Buy, General Mills, and Ecolab all of which have made their homes in Minnesota for generations and have become a source of pride. But a new industry technology is taking Minnesot… [+6324 chars]","Minnesota is no stranger to big business. It’s home to such names as Target, Best Buy, General Mills, and Ecolab — all of which have made their homes in Minnesota for generations and have become a source of pride. But a new industry — technology — is taking M…",2018-10-22 20:00:52,"{'id': None, 'name': 'Readwrite.com'}","How Minnesota Became the Land of 10,000 Startups",https://readwrite.com/2018/10/22/how-minnesota-became-the-land-of-10000-startups/,https://images.readwrite.com/wp-content/uploads/2018/10/Minnesota-Twin-Cities.jpg,1
65,,"U.S. Treasury Secretary Steven Mnuchin met with Saudi Arabias Crown Prince Mohammed bin Salman on Monday, according to the Saudi government, illustrating how the White House is retaining close ties with the embattled Middle Eastern leader despite a growing in… [+2804 chars]","Washington Post Mnuchin meets with Saudi Crown Prince Mohammed bin Salman despite outcry over government's role in journalist's... Washington Post U.S. Treasury Secretary Steven Mnuchin met with Saudi Arabia's Crown Prince Mohammed bin Salman on Monday, accor…",2018-10-22 20:25:37,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Mnuchin meets with Saudi Crown Prince Mohammed bin Salman despite outcry over government's role in journalist's... - Washington Post,https://www.washingtonpost.com/business/2018/10/22/mnuchin-meets-with-saudi-crown-prince-mohammed-bin-salman-despite-outcry-over-governments-role-journalists-death/,https://www.washingtonpost.com/resizer/fbzjxIMwA75nrDXX6RkcgjYUvDA=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/WFEPLSWWCYI6RA4EXTCUSL7PJE.jpg,1
66,Makini Brice,"WASHINGTON/TAPACHULA, Mexico (Reuters) - President Donald Trump on Monday vowed to begin curtailing millions of dollars in American aid to three Central American nations and called a caravan of migrants bound for the United States a national emergency, as he … [+5663 chars]","Reuters Trump threatens to cut Central America aid over migrant caravan Reuters WASHINGTON/TAPACHULA, Mexico (Reuters) - President Donald Trump on Monday vowed to begin curtailing millions of dollars in American aid to three Central American nations and calle…",2018-10-22 21:45:13,"{'id': 'reuters', 'name': 'Reuters'}",Trump threatens to cut Central America aid over migrant caravan - Reuters,https://uk.reuters.com/article/uk-usa-immigration-caravan/trump-threatens-to-cut-central-america-aid-over-migrant-caravan-idUKKCN1MW1ZT,https://s4.reutersmedia.net/resources/r/?m=02&d=20181022&t=2&i=1317504809&w=1200&r=LYNXNPEE9L1MT,1
67,Blake Montgomery,"Newly released surveillance footage appears to show a man leaving the site of the death of Jamal Khashoggi, a 59-year-old Washington Post columnist, wearing the same clothes as the dead journalist and a fake beard in an attempt to impersonate him. CNN reporte… [+3255 chars]",Surveillance footage showed the man leaving the Saudi Consolate in Khashoggi's clothes and a fake beard. View Entire Post ›,2018-10-22 21:50:09,"{'id': None, 'name': 'Buzzfeednews.com'}",Saudi Arabia Reportedly Hired A Body Double To Make It Seem Like Jamal Khashoggi Walked Out Of The Saudi Embassy,https://www.buzzfeednews.com/article/blakemontgomery/jamal-khashoggi-body-double-video-turkey,https://img.buzzfeed.com/buzzfeed-static/static/2018-10/22/17/campaign_images/buzzfeed-prod-web-04/surveillance-video-appears-to-show-a-saudi-body-d-2-11796-1540244785-2_dblbig.jpg,1
68,The Associated Press,"___ As Trump rails, US allies take lead in changing trade rules GENEVA (AP) While the Trump administration and China fight over trade, Canada and the European Union are quietly trying to update the rulebook of commerce that has barely budged since the start o… [+4815 chars]","Business Insider Business Highlights News & Observer He tells reporters that ""we're doing it now for middle-income people. This is not for business. This is for middle."" Trump said over the weekend he hoped to move forward with the plan ""sometime around"" or b…",2018-10-22 22:05:40,"{'id': None, 'name': 'Newsobserver.com'}",Business Highlights - News & Observer,https://www.newsobserver.com/news/business/article220460220.html,https://www.newsobserver.com/wps/source/images/newsobserver/facebook.jpg,1
69,,"ALAMEDA, Calif. -- Still wondering if the Oakland Raiders are in full rebuild mode after a 1-5 start under coach Jon Gruden? Just don't confuse ""rebuild"" with ""tanking"" around the Raiders. Because in their mind, Monday's trade of two-time Pro Bowl receiver Am… [+6877 chars]","The Raiders say they're rebuilding, not tanking, and after trading Amari Cooper they've got five first-round picks in two years to set a foundation.",2018-10-22 23:36:40,"{'id': None, 'name': 'Espn.com'}",Reggie McKenzie: Amari Cooper trade for first-rounder too good to pass up,http://www.espn.com/blog/oakland-raiders/post/_/id/22249/reggie-mckenzie-amari-cooper-trade-for-first-rounder-too-good-to-pass-up,http://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2018%2F0930%2Fr439893_1296x729_16%2D9.jpg,1
70,Xeni Jardin,"They're coming for your health insurance, your guns, your Social Security, they're giving illegal immigrants free cars, and they love terrorists. False, false, false, false, false, false, false, says Daniel Dale of The Star, writing about Trump's midterms str… [+4407 chars]","They're coming for your health insurance, your guns, your Social Security, they're giving illegal immigrants free cars, and they love terrorists. “False, false, false, false, false, false, false,” says Daniel Dale of The Star, writing about Trump's midterms s…",2018-10-23 00:12:07,"{'id': None, 'name': 'Boingboing.net'}",Trump's midterms strategy: Lying his ass off to scare white people into voting,https://boingboing.net/2018/10/22/trumps-midterms-strategy-ma.html,https://media.boingboing.net/wp-content/uploads/2018/10/MOSHED-2018-10-22-17-4-4.jpg,1
71,"For The Win, Andy Nesbitt, For The Win","WWE Universal Champ Roman Reigns kicked of Monday Night Raw with a stunning announcement, saying: ""I've been living with leukemia for 11 years, and unfortunately it's backI'm going to have to relinquish the Universal Championship."" Here's video of his emotion… [+4183 chars]",WWE world reacts to Roman Reigns' announcement that he has leukemia,2018-10-23 01:13:02,"{'id': 'usa-today', 'name': 'USA Today'}",WWE star Roman Reigns' has leukemia,https://ftw.usatoday.com/2018/10/roman-reigns-announces-he-has-leukemia?utm_source=google&utm_medium=amp&utm_campaign=speakable,https://www.gannett-cdn.com/-mm-/11575ef5f7a1d26cd95bdab768cc70d3295f9c9b/c=44-0-995-535/local/-/media/2018/10/22/USATODAY/usatsports/screen-shot-2018-10-22-at-6-07-52-pm.jpg?width=3200&height=1680&fit=crop,1
72,Andrew Myrick,"Welcome to In Brief, the AndroidGuys tech briefing. Today is Monday, October 22nd, and were taking a look at all the tech news you need to know. In this post, we want you to learn about the news the way you want to learn. Weve embedded a podcast version of al… [+4649 chars]","In today's edition of In Brief, Samsung teases its foldable smartphone reveal, eBay wants you to sell your phone, and we learn bad news about the Mate 20.",2018-10-23 02:07:44,"{'id': None, 'name': 'Androidguys.com'}","Samsung teases its foldable smartphone, bad news for Mate 20 fans, and more news you need to know",https://www.androidguys.com/news/samsung-ebay-honor-news-rumors/,https://www.androidguys.com/wp-content/uploads/2018/10/in_brief_graphic_02.jpg,1
73,PTI,"By: PTI | Mumbai | Published: October 23, 2018 9:57:58 am Dealers attributed the rupee’s fall to increased demand for the US currency from importers and sustained foreign fund outflows. (File) The rupee depreciated 23 paise to 73.79 against the US dollar in e… [+904 chars]","On Monday, the rupee had settled 24 paise lower at 73.56 against the US dollar due to steady capital outflows and strengthening of the American currency.",2018-10-23 04:27:58,"{'id': None, 'name': 'Indianexpress.com'}",Rupee weakens 23 paise to 73.79 against US dollar in early trade,https://indianexpress.com/article/business/market/rupee-weakens-23-paise-to-73-79-against-us-dollar-in-early-trade-5413780/,https://images.indianexpress.com/2018/03/rupee-759.jpg?w=759,1
74,Press Association and Guardian staff,"Amy Schumer has announced she is pregnant with her first child. The actor and comedian posted a photo on Instagram showing the heads of herself and her husband, chef Chris Fischer, edited onto the bodies of the Duke and Duchess of Sussex, the latter of whom i… [+990 chars]",The comedian posted a photo on Instagram showing the heads of herself and her husband edited onto the bodies of Meghan and Prince Harry Amy Schumer has announced she is pregnant with her first child. The actor and comedian posted a photo on Instagram showing …,2018-10-23 04:29:56,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Amy Schumer announces she is pregnant with her first child,https://www.theguardian.com/culture/2018/oct/23/amy-schumer-announces-she-is-pregnant-with-her-first-child,https://i.guim.co.uk/img/media/1853d7fd23d2fb7ce33f2a8541c56189ab38ad5c/0_109_3436_2062/master/3436.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=5ade7117b4ade95cf8b6d4631d445838,1
75,Alasdair Soussi,"Early morning on Sunday, October 23, 1983, Pierre Sabbagh awoke from an uncomfortable night's sleep in the grounds of the US Battalion Landing Team (BLT) headquarters in Beirut, Lebanon. The Lebanese photojournalist had slept in a foxhole at the BLT's locatio… [+6680 chars]","Lebanese photojournalist, first on the scene, recounts the carnage 35 years on since bombing of US Marines barracks.",2018-10-23 06:44:59,"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}","1983 Beirut barracks bombing, through the lens of a camera",https://www.aljazeera.com/indepth/features/1983-beirut-barracks-bombing-lens-camera-181022055902870.html,https://www.aljazeera.com/mritems/Images/2018/10/22/8e7a2cf1f44d4d67b9b83f2ca0bac23f_18.jpg,1
76,https://www.facebook.com/bbcnews,"Image copyright AFP Image caption The search for evidence moved to an underground car park in Istanbul on Monday The Turkish president has vowed to reveal the ""naked truth"" about the killing of journalist Jamal Khashoggi at the Saudi consulate in Istanbul. Re… [+6662 chars]","BBC News Khashoggi death: Turkey to reveal 'naked truth' on killing BBC News The Turkish president has vowed to reveal the ""naked truth"" about the killing of journalist Jamal Khashoggi at the Saudi consulate in Istanbul. Recep Tayyip Erdogan, who has stopped …",2018-10-23 07:01:46,"{'id': None, 'name': 'Bbc.com'}",Khashoggi death: Turkey to reveal 'naked truth' on killing - BBC News,https://www.bbc.com/news/world-europe-45949742,https://ichef.bbci.co.uk/news/1024/branded_news/B21C/production/_103969554_5b3400e9-661d-4712-b71b-4c35a936cff4.jpg,1
77,90Min,"Marc-Andre ter Stegen has opened the door for Neymar to return to Barcelona at some point in the near future, with recent reports suggesting that the Brazilian is unhappy at Paris Saint-Germain. Brazil international Neymar only left the Catalan club last summ… [+1275 chars]",News from around the web.,2018-10-23 08:30:01,"{'id': None, 'name': 'Si.com'}",Barcelona Star Opens Door to Possible Neymar Return as Rumours of Unhappiness Grow,https://www.si.com/soccer/2018/10/23/barcelona-star-opens-door-possible-neymar-return-rumours-unhappiness-grow,https://imagesvc.timeincapp.com/v3/mm/image?url=https://cdn-s3.si.com/images/paris-saint-germain-v-olympique-lyon-french-league-1-5bced52bba79fc6797000001.jpg&w=1200&h=628&c=sc&poi=face&q=85,1
78,Phil Stewart,A U.S. withdrawal from a Cold War-era nuclear arms treaty with Russia could give the Pentagon new options to counter Chinese missile advances but experts warn the ensuing arms race could greatly escalate tensions in the Asia-Pacific. U.S. officials have been … [+4336 chars],International Business Times Trump's Missile Treaty Pullout Could Escalate Tension With China International Business Times A U.S. withdrawal from a Cold War-era nuclear arms treaty with Russia could give the Pentagon new options to counter Chinese missile adv…,2018-10-23 09:55:04,"{'id': None, 'name': 'Ibtimes.com'}",Trump's Missile Treaty Pullout Could Escalate Tension With China - International Business Times,https://www.ibtimes.com/trumps-missile-treaty-pullout-could-escalate-tension-china-2726744,https://s1.ibtimes.com/sites/www.ibtimes.com/files/styles/full/public/2018/10/23/us-russia.JPG,1
79,Tony Manfred,"As the head of video at Insider Inc, the parent company of Business Insider and its general-interest sibling INSIDER, I oversee a team whose mission is to inform, inspire, and entertain our audience through video storytelling. A simple metric we use to determ… [+4165 chars]","As the head of video at Insider Inc, the parent company of Business Insider and its general-interest sibling INSIDER, I oversee a team whose mission is to inform, inspire, and entertain our audience through video storytelling. A simple metric we use to determ…",2018-10-23 10:25:00,"{'id': 'business-insider', 'name': 'Business Insider'}","After hitting 4 billion video views a month, Insider Inc. explains why it's changing how it counts views",https://www.businessinsider.com/insider-inc-30-second-video-views-2018-10,https://amp.businessinsider.com/images/5b7ddb47e199f35b2e8b47e8-1536-768.jpg,1
80,Matt Novak,"Dyson is best known as a company that makes high-end vacuum cleaners, but its looking to cars for the future. The company announced back in September of 2017 that it was planning to get into the electric car business, and today Dyson gave the world a peek at … [+2270 chars]","Dyson is best known as a company that makes high-end vacuum cleaners, but it’s looking to cars for the future. The company announced back in September of 2017 that it was planning to get into the electric car business, and today Dyson gave the world a peek at…",2018-10-23 10:30:00,"{'id': None, 'name': 'Gizmodo.com'}",Dyson's New Electric Car Manufacturing Plant in Singapore Scheduled to Open in 2021,https://gizmodo.com/dysons-new-electric-car-manufacturing-plant-in-singapor-1829929333,"https://i.kinja-img.com/gawker-media/image/upload/s--KcFrz2H7--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/huvta3xliq7mqjh3gn7t.jpg",1
81,https://www.facebook.com/bbcnews,"Image copyright Getty Images/Snap/Facebook Image caption This is the first time Piper Jaffray's survey has placed Instagram ahead of Snapchat in recent years Instagram has overtaken Snapchat as the most used social media app among US teens, according to a stu… [+2994 chars]","BBC News 'Instagram used more than Snapchat' by US teens BBC News Instagram has overtaken Snapchat as the most used social media app among US teens, according to a study. A total of 8,600 teenagers were surveyed for investment bank Piper Jaffray's twice-annua…",2018-10-23 11:59:52,"{'id': None, 'name': 'Bbc.com'}",'Instagram used more than Snapchat' by US teens - BBC News,https://www.bbc.com/news/technology-45950635,https://ichef.bbci.co.uk/news/1024/branded_news/D80D/production/_103990355_83b51f4f-6029-439c-bf06-709d2aa7a3c2.jpg,1
82,"Milwaukee Journal Sentinel, Rick Barrett, Milwaukee Journal Sentinel","Ron Chmielewski of Sussex fires up his Harley Davidson in preparation for the Angels of the Road ""Ride for Veterans"" inaugural benefit ride hosted by the Henrizi-Schneider American Legion Post 382 in Menomonee Falls on Sunday, Sept. 9, 2018. Proceeds from the… [+5315 chars]","Given a lift from improved international sales, Harley-Davidson reported higher earnings. But Harley's U.S. motorcycle sales continued to plunge.",2018-10-23 12:14:14,"{'id': 'usa-today', 'name': 'USA Today'}","Harley-Davidson U.S. motorcycle sales continue to plunge, but profit jumps",https://www.usatoday.com/story/money/cars/2018/10/23/harley-davidson-motorcycle-sales/1736906002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/09/10/PMJS/80431c75-4124-4b26-b8ba-b74621705907-NWN_AngelRide_7540.JPG?crop=4750,2672,x1,y197&width=3200&height=1680&fit=bounds",1
83,Damien Wilde,"As expected, the Huawei Mate 20 / Pro and Huawei Mate 20X devices will not officially be available in the United States. While Huawei may be the world’s second largest smartphone brand, it isn’t allowed to sell in the US due to government regulations. Perhaps… [+2231 chars]","As expected, the Huawei Mate 20 / Pro and Huawei Mate 20X devices will not officially be available in the United States. While Huawei may be the world’s second largest smartphone brand, it isn’t allowed to sell in the US due to government regulations. Perhaps…",2018-10-23 12:41:51,"{'id': None, 'name': '9to5google.com'}",The Huawei Mate 20 Pro won’t come to US,https://9to5google.com/2018/10/23/huawei-mate-20-us-availability/,https://9to5google.com/wp-content/uploads/sites/4/2018/10/huawei-mate-20-hardware.jpg?quality=82&strip=all&w=1600,1
84,Damien Wilde,"Though expected, the Huawei Mate 20 / Pro and Huawei Mate 20X devices will not officially be available in the United States. While Huawei may be the the world’s second largest smartphone brand, it isn’t allowed to sell in the US due to government regulations.… [+2291 chars]","Though expected, the Huawei Mate 20 / Pro and Huawei Mate 20X devices will not officially be available in the United States. While Huawei may be the the world’s second largest smartphone brand, it isn’t allowed to sell in the US due to government regulations.…",2018-10-23 12:41:51,"{'id': None, 'name': '9to5google.com'}",The Huawei Mate 20 Pro won’t come to US,https://9to5google.com/2018/10/23/the-huawei-mate-20-pro-wont-come-to-us/,https://9to5google.com/wp-content/uploads/sites/4/2018/10/huawei-mate-20-hardware.jpg?quality=82&strip=all&w=1600,1
85,Entrepreneur Staff,"October 23, 2018 15+ min read This story appears in the November 2018 issue of Entrepreneur. Subscribe » Entrepreneurship isn’t easy. It requires bold action. We spotlight 50 entrepreneurs who dared to go big in the past year -- and who can inspire us all to … [+55655 chars]","Get inspired by this year's biggest risk takers, from Elon Musk to Chance the Rapper.",2018-10-23 13:00:00,"{'id': None, 'name': 'Entrepreneur.com'}",The 50 Most Daring Entrepreneurs in 2018,https://www.entrepreneur.com/slideshow/321571,https://assets.entrepreneur.com/content/3x2/2000/20181017193855-50Daring-WEB4.jpeg,1
86,Lauren Johnson,"Susan Wojcicki (C), chief executive officer of YouTube, talks with Bill Koenigsberg (L), founder and chief executive of Horizon Media, as they arrive at the Sun Valley Resort for the annual Allen &amp; Company Sun Valley Conference, July 10, 2018 in Sun Valle… [+1951 chars]","Google's business prospects in Europe seem to grow bleaker all the time. The company faces multiple probes, fines, and new rules that could raise costs and slice into revenue. On Monday, Susan Wojcicki, CEO of YouTube, appealed for help from the people who po…",2018-10-23 13:19:10,"{'id': 'business-insider', 'name': 'Business Insider'}",What you need to know in advertising today,https://www.businessinsider.com/advertising-news-today-youtubes-european-woes-10-23-2018,https://amp.businessinsider.com/images/5bcf1d40d2e6482ef15ff765-1920-960.jpg,1
87,,"President Trump has repeatedly condemned the thousands of Honduran migrants who are pushing toward the U.S. border, but how accurate are his claims? He recently tweeted: Guatemala, Honduras and El Salvador were not able to do the job of stopping people from l… [+2819 chars]","President Trump has repeatedly condemned the thousands of Honduran migrants who are pushing toward the U.S. border, but how accurate are his claims?",2018-10-23 13:41:44,"{'id': None, 'name': 'Yahoo.com'}",Yahoo News Explains: Fact-checking 5 of Trump's claims on migrants,https://www.yahoo.com/news/yahoo-news-explains-fact-checking-5-trumps-claims-migrants-134144112.html,https://s.yimg.com/uu/api/res/1.2/DjtOY35TNcBn7IlKBaVU4A--~B/aD0zMTQ5O3c9NDE3NDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2018-10/68322480-d6c8-11e8-abfe-0b6db4aadfb7,1
88,Grace Bonney,"Have you ever been afraid to talk about the things you’re afraid of? Have you ever worried you are the only one struggling with an issue or the only one feeling like an imposter? No matter what your biggest professional fears are, I’ve got some good news: You… [+5385 chars]","Have you ever been afraid to talk about the things you’re afraid of? Have you ever worried you are the only one struggling with an issue or the only one feeling like an imposter? No matter what your biggest professional fears are, I’ve got some good news: You…",2018-10-23 14:00:24,"{'id': None, 'name': 'Designsponge.com'}",FEAR(less): How to Turn Fear Into Creative Fuel (4 Big Lessons),https://www.designsponge.com/2018/10/fearless-how-to-turn-fear-into-creative-fuel-4-big-lessons.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+designsponge%2Fnjjl+%28Design*Sponge%29,,1
89,Abby Jackson,"The summer of 2018 produced blockbuster activity for media M&amp;A. AT&amp;T won an antitrust trial to secure its acquisition of Time Warner, and followed the victory up closely with the purchase of ad platform AppNexus. Nearly $90 billion and an ad business … [+6142 chars]","At an investor meeting in September, the difference between AT&T and Comcast's messaging around their advertising businesses was stark. Some industry insiders have noted the difference and think it could be telling. Comcast's ad business, FreeWheel, is the ma…",2018-10-23 14:25:51,"{'id': 'business-insider', 'name': 'Business Insider'}","'That sent a big message': Comcast and AT&T talk about their ad ambitions very differently, and industry insiders think it's a sign of things to come",https://www.businessinsider.com/comcast-and-att-talk-about-their-ad-ambitions-differently-2018-10,https://amp.businessinsider.com/images/5bcd31338f5fcb4f4b056713-1920-960.jpg,1
90,,"Newly confirmed Supreme Court Justice Brett Kavanaugh, who brings a long record of pro-business and anti-regulatory opinions from his tenure on an appeals court, will likely tip the high courts balance in favor of narrower interpretations of environmental law… [+3717 chars]","PRI Kavanaugh's track record on environmental law favors business over climate change protections PRI Newly confirmed Supreme Court Justice Brett Kavanaugh, who brings a long record of pro-business and anti-regulatory opinions from his tenure on an appeals co…",2018-10-23 15:07:11,"{'id': None, 'name': 'Pri.org'}",Kavanaugh's track record on environmental law favors business over climate change protections - PRI,https://www.pri.org/stories/2018-10-23/kavanaugh-s-track-record-environmental-law-favors-business-over-climate-change,https://media.pri.org/s3fs-public/styles/open_graph/public/images/2018/10/2018-10-23-brett.png?itok=PdhUSRlo,1
91,msmash,"Regarding astral projection, Woody Allen once wrote, ""This is not a bad way to travel, although there is usually a half-hour wait for luggage.""","As Apple continues to fight independent repair, Motorola has partnered with iFixit and pledged to support the right to repair movement. From a report: It is excellent news that Motorola has decided to make it as easy as possible for you to repair your phone. …",2018-10-23 15:30:00,"{'id': None, 'name': 'Slashdot.org'}",Motorola Becomes First Smartphone Company To Sell DIY Repair Kits To Its Customers,https://hardware.slashdot.org/story/18/10/23/1526248/motorola-becomes-first-smartphone-company-to-sell-diy-repair-kits-to-its-customers,https://a.fsdn.com/sd/topics/hardware_64.png,1
92,Texas Tribune,"US Sen. Ted Cruz on Monday suggested beefing up resources on the southern border to help thwart a ""serious threat"" from thousands of Central American migrants who recently entered Mexico and are making their way toward the US border. The Texas Republican sugg… [+2834 chars]",Gary Williams/Getty Images US Sen. Ted Cruz suggested mobilizing the National Guard to the southern border where thousands of Central American migrants are making their way toward the US. Cruz suggested sending the National Guard or amassing more Border Patro…,2018-10-23 15:31:01,"{'id': None, 'name': 'Texastribune.org'}","Ted Cruz suggested sending the National Guard to thwart the migrant caravan at the border, calling it a 'serious threat'",https://www.texastribune.org/2018/10/22/ted-cruz-suggests-sending-national-guard-border-stop-migrant-caravan/,https://amp.businessinsider.com/images/5bcf330cd2e64834b70cadc4-1536-768.jpg,1
93,Chris Angell,"Memory enhancement is important for three things: Productivity, Personal Growth and Prevention. Whether you’re working on growing your business or career, leveling up your life or staying ahead of future health problems, the simple memory enhancement methods … [+11990 chars]","Memory enhancement is important for three things: Productivity, Personal Growth and Prevention. Whether you’re working on growing your business or career, leveling up your life or staying ahead of future health problems, the simple memory enhancement methods …",2018-10-23 16:00:57,"{'id': None, 'name': 'Lifehack.org'}",Is Memory Enhancement Possible? 12 Simple Methods That Actually Work,https://www.lifehack.org/809831/memory-enhancement,https://cdn.lifehack.org/wp-content/uploads/2018/09/memory-enhancement.jpeg,1
94,"Alicia Adamczyk on Two Cents, shared by Alicia Adamczyk to Lifehacker",Youre likely familiar with money laundering as a concept from your favorite TV show or the news. Whether its Walter White legitimizing meth money via a carwash or Al Capone using literal laundromats to clean his cash (thats where the term reportedly originate… [+12359 chars],You’re likely familiar with money laundering as a concept from your favorite TV show or the news. Whether it’s Walter White legitimizing meth money via a carwash or Al Capone using literal laundromats to clean his cash (that’s where the term reportedly origin…,2018-10-23 17:00:00,"{'id': None, 'name': 'Lifehacker.com'}",How Does Money Laundering Work?,https://twocents.lifehacker.com/how-does-money-laundering-work-1829760343,"https://i.kinja-img.com/gawker-media/image/upload/s--Cv0C20N5--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/mzq73oeurnsclhfh5fqu.png",1
95,Dennis Green and Lindsay DeMunno,"An abandoned home in Mississippi. Seph Lawless Forget about those hokey attractions at amusement parks. There are real haunted houses spread across America. We're talking about the true-blue, creepy-as-can-be haunted houses. The houses where local residents c… [+708 chars]","Forget about those hokey attractions at amusement parks. There are real haunted houses spread across America. We're talking about the true-blue, creepy-as-can-be haunted houses. The houses where local residents claim they hear voices and where serial killers …",2018-10-23 17:29:00,"{'id': 'business-insider', 'name': 'Business Insider'}",The 16 scariest real haunted houses in America,https://www.businessinsider.com/the-13-scariest-real-life-haunted-houses-in-america-2015-10,https://amp.businessinsider.com/images/5bcf59f8d2e6483a93789117-1136-568.jpg,1
96,Richard Partington,"Wall Street and European stock markets followed Asian shares lower on Tuesday, as investors around the world took fright at the increasingly fractious global geopolitical outlook. Investors are growing increasingly worried about a cocktail of risks that could… [+3857 chars]","US/China trade dispute, US interest rates, Brexit and Italy’s budget spook investors Wall Street and European stock markets followed Asian shares lower on Tuesday, as investors around the world took fright at the increasingly fractious global geopolitical out…",2018-10-23 18:37:38,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Global markets take fright at cocktail of geopolitical risks,https://www.theguardian.com/business/2018/oct/23/global-markets-take-fright-at-cocktail-of-geopolitical-risks,https://i.guim.co.uk/img/media/a33be44833fd33b81015b5ea8a1e8a6d8a1fd4c2/0_0_2967_1781/master/2967.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=1f40a69edcdf726d7991e6ac6077ec0d,1
97,Editorial,"By: Editorial | Updated: October 24, 2018 12:15:05 am The front page of The Indian Express on October 24, 1978. The Egyptian-Israeli peace treaty is likely to be initialled under strong pressure from the US. Israel has accepted in the preamble that progress m… [+1806 chars]",The Egyptian-Israeli peace treaty is likely to be initialled under strong pressure from the US.,2018-10-23 18:45:03,"{'id': None, 'name': 'Indianexpress.com'}","Forty Years Ago, October 24, 1978: West Asia talks",https://indianexpress.com/article/opinion/editorials/forty-years-ago-october-24-1978-west-asia-talks-5415099/,https://images.indianexpress.com/2018/10/paper-759.jpg?w=759,1
98,"USA TODAY, Josh Hafner and William Cummings, USA TODAY","A throng of Central American migrants continues their trek toward the U.S. border in southern Mexico. They've grown to at least 5,000 people on Sunday. USA TODAY Honduran migrants take part in a caravan heading to the US on the road linking Ciudad Hidalgo and… [+6117 chars]","Migrants among the 7,000-person caravan moving toward the U.S. offer a glimpse at why men, women and children left everything to join the mass march.",2018-10-23 18:53:21,"{'id': 'usa-today', 'name': 'USA Today'}","'I don't care if I die': Migrants speak out on the caravan, and what they left behind",https://www.usatoday.com/story/news/nation-now/2018/10/23/migrants-caravan-speak-out-why-they-left-everything-u-s/1738913002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/16/USAT/20f1d72e-d85e-42a6-8d9e-6cd8c8a50b42-GTY_1052219492.JPG?crop=5178,2913,x1,y108&width=3200&height=1680&fit=bounds",1
